,gx1,gx2
719,2606.2558557393745,2522.2165513049545
720,2763.9296527236074,2618.200491547425
721,2432.1402077567855,2532.305879154781
722,2849.050092715095,2813.352739682211
723,0.0,2551.4208073557047
724,0.0,2501.681842529353
725,0.0,2665.7512728667575
726,0.0,2554.891239224372
727,0.0,2527.2787139976235
728,0.0,2905.5241896764683
729,0.0,2560.3233032528997
730,0.0,2500.4890649821837
731,2628.874883737112,2510.899448372449
732,0.0,2501.815426798597
733,2611.2381017388757,2476.1921514795213
734,0.0,2553.815198434647
735,0.0,2455.43605319756
736,0.0,2496.9482497614836
737,2571.8362957428167,2491.5575171440123
738,0.0,2512.998945461859
739,2583.1970367416798,2485.302576904174
740,0.0,2496.619679836684
741,0.0,2502.8746200765227
742,0.0,2518.1498060513086
743,0.0,2715.462822717087
744,0.0,2555.438691509579
745,2717.259420728274,2748.0547509852413
746,0.0,2728.9890882638024
747,0.0,2734.5284854385272
748,2520.036064747996,2542.7675723602815
749,0.0,2637.26615426886
750,0.0,2555.261140560229
751,2504.815277749519,2434.679954915599
752,0.0,2845.3170821549056
753,2768.8257867231173,2623.739888722144
754,0.0,2506.682603835706
755,0.0,2506.7440052220204
756,2515.678587748432,2539.788594477298
757,0.0,2709.923425542367
758,2495.574351750443,2507.936782769191
759,0.0,2560.227473667459
760,2560.605393743939,2511.549780872818
761,0.0,2599.134828825986
762,0.0,2561.516080800065
763,0.0,2950.566281696567
764,0.0,2969.631944418003
765,3031.905879696809,2931.5006189751266
766,0.0,2523.409328852123
767,2609.6982637390306,2532.3408766902917
768,0.0,2495.426902289515
769,0.0,2481.059328516633
770,0.0,2557.833082588516
771,0.0,2538.595816930131
772,0.0,2820.7120222587496
773,2771.7187037228277,2604.6742260007077
774,0.0,2485.926505553744
775,2514.5459487485455,2534.726431784629
776,0.0,2528.4714915447917
777,0.0,2533.533654237461
778,0.0,2610.213623175429
779,3023.855207697615,2937.0400161498487
780,0.0,2801.6463595373093
781,0.0,2603.179133567024
782,0.0,2690.857762820929
783,0.0,2839.7776849801835
784,2845.1417817154856,2912.4349562536904
785,2675.3990737324602,2677.3314972742132
786,0.0,2807.18575671203
787,0.0,2826.251419433468
788,0.0,2904.448087881697
789,0.0,2566.542900557832
790,0.0,2701.9365571703693
791,0.0,2564.2453578213326
792,2775.470068722453,2585.6085632792706
793,2736.9429397263057,2858.8433477016197
794,0.0,2663.8052317274964
795,0.0,2497.8124573838504
796,2651.4120367348587,2700.4414647366875
797,2881.4027547118594,2871.856159613543
798,0.0,2529.6642690919575
799,3021.4072216978593,2923.5137506031333
800,2814.0202307185978,2898.908690706974
801,2516.4628697483536,2556.209589513587
802,3010.8386336989165,2956.105678871287
803,2964.5349537035468,2909.987485056418
804,2510.350508748965,2553.016635011115
805,0.0,2580.0691661045475
806,0.0,2719.5071274581246
807,2727.025254727297,2696.397159995651
808,2721.110161727889,2622.2447962884617
809,2717.942545728206,2721.0022198918073
810,2715.4331017284567,2608.7185307417453
811,3013.6538186986345,2942.579413324569
812,0.0,2761.067562897161
813,0.0,2830.295724174508
814,2682.5369437317463,2694.9020675619668
815,2866.5358797133463,2669.3446289022177
